Case ID,cluster,Sequence
8350940,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8355749,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received
8355749,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received
8355749,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received phase_application_received phase_asked_additional_information phase_application_receptive phase_additional_information_received
8364865,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8364865,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8364865,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8383891,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8383891,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8383891,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8384851,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8384851,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8384851,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent phase_application_received phase_application_receptive phase_advice_known phase_decision_ready phase_decision_taken phase_decision_sent
8408267,0-afterDrift2_cutwindow0,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8408267,0-afterDrift2_cutwindow20,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8408267,0-afterDrift2_cutwindow50,phase_application_received phase_asked_additional_information phase_application_received phase_asked_additional_information
8409494,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
8409494,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
8409494,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
8414589,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
8414589,0-afterDrift2_cutwindow20,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
8414589,0-afterDrift2_cutwindow50,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
8451197,0-afterDrift2_cutwindow0,phase_application_received phase_application_receptive phase_advice_known phase_application_received phase_application_receptive phase_advice_known
